feedback_id,customer_id,feedback_text,sentiment,source,date,timestamp,cleaned_text,processed_text
F550,CUST2102,Decent product with room for improvement. $/ Issue with website navigation.,Neutral,chat,2025-08-24,2025-08-24 13:00:35,decent product with room for improvement issue with website navigation,decent product room improvement issue website navigation
F553,CUST9017,"Waste of money. Product doesn't work as advertised. ""{;[~ Issue with delivery delays.",Negative,email,2025-09-28,2025-09-28 13:00:35,waste of money product doesnt work as advertised issue with delivery delays,waste money product doesnt work advertised issue delivery delay
F555,CUST4731,"It's fine, not great but not terrible either. ]*;[",Neutral,social_media,2025-08-13,2025-08-13 13:00:35,its fine not great but not terrible either,fine great terrible either
F556,CUST7326,Outstanding customer support. They resolved my issue quickly. {:(,Positive,chat,2025-02-27,2025-02-27 13:00:35,outstanding customer support they resolved my issue quickly,outstanding customer support resolved issue quickly
F557,CUST1910,Terrible experience. Product broke after one day. Issue with product features.,Negative,social_media,2024-12-18,2024-12-18 13:00:35,terrible experience product broke after one day issue with product features,terrible experience product broke one day issue product feature
F558,CUST2379,Frequent crashes and bugs. Needs improvement. # Issue with product features.,Negative,chat,2025-05-03,2025-05-03 13:00:35,frequent crashes and bugs needs improvement issue with product features,frequent crash bug need improvement issue product feature
F559,CUST3023,Outstanding customer support. They resolved my issue quickly. ?;$#,Positive,chat,2025-08-15,2025-08-15 13:00:35,outstanding customer support they resolved my issue quickly,outstanding customer support resolved issue quickly
F560,CUST4768,"It's fine, not great but not terrible either. Issue with product quality.",Neutral,email,2025-01-05,2025-01-05 13:00:35,its fine not great but not terrible either issue with product quality,fine great terrible either issue product quality
F561,CUST6152,"The product exceeded my expectations. Very satisfied! ,]$~",Positive,review_site,2025-10-01,2025-10-01 13:00:35,the product exceeded my expectations very satisfied,product exceeded expectation satisfied
F562,CUST4061,Average experience. Some good points and some bad. Issue with return process.,Neutral,social_media,2025-05-11,2025-05-11 13:00:35,average experience some good points and some bad issue with return process,average experience good point bad issue return process
F563,CUST7097,Decent product with room for improvement. '{<,Neutral,social_media,2025-05-05,2025-05-05 13:00:35,decent product with room for improvement,decent product room improvement
F564,CUST5531,Excellent service and fast delivery. Highly recommended! ] Issue with pricing.,Positive,chat,2025-02-03,2025-02-03 13:00:35,excellent service and fast delivery highly recommended issue with pricing,excellent service fast delivery highly recommended issue pricing
F566,CUST9831,This is exactly what I was looking for. Great quality! }~,Positive,review_site,2025-04-20,2025-04-20 13:00:35,this is exactly what i was looking for great quality,exactly looking great quality
F569,CUST8449,Outstanding customer support. They resolved my issue quickly. >>&,Positive,social_media,2025-07-01,2025-07-01 13:00:35,outstanding customer support they resolved my issue quickly,outstanding customer support resolved issue quickly
F570,CUST1677,Outstanding customer support. They resolved my issue quickly. };%?\,Positive,social_media,2025-05-02,2025-05-02 13:00:35,outstanding customer support they resolved my issue quickly,outstanding customer support resolved issue quickly
F573,CUST8311,Standard quality. Meets basic expectations. Issue with pricing.,Neutral,email,2025-05-23,2025-05-23 13:00:35,standard quality meets basic expectations issue with pricing,standard quality meet basic expectation issue pricing
F576,CUST3971,Poor customer service. No one responded to my queries. Issue with website navigation.,Negative,review_site,2025-01-24,2025-01-24 13:00:35,poor customer service no one responded to my queries issue with website navigation,poor customer service one responded query issue website navigation
F578,CUST4282,Reliable and durable product. No complaints whatsoever. Issue with product quality.,Positive,social_media,2025-05-08,2025-05-08 13:00:35,reliable and durable product no complaints whatsoever issue with product quality,reliable durable product complaint whatsoever issue product quality
F580,CUST6375,Functional but could be better. {?{#%,Neutral,review_site,2025-07-28,2025-07-28 13:00:35,functional but could be better,functional could better
F581,CUST2694,"It's fine, not great but not terrible either. }'$~",Neutral,chat,2025-04-10,2025-04-10 13:00:35,its fine not great but not terrible either,fine great terrible either
F583,CUST1954,"Frequent crashes and bugs. Needs improvement. .!,",Negative,social_media,2025-02-10,2025-02-10 13:00:35,frequent crashes and bugs needs improvement,frequent crash bug need improvement
F585,CUST5890,"It's fine, not great but not terrible either. ,;",Neutral,email,2025-04-18,2025-04-18 13:00:35,its fine not great but not terrible either,fine great terrible either
F589,CUST8915,User-friendly interface and intuitive design. Issue with website navigation.,Positive,chat,2025-06-24,2025-06-24 13:00:35,userfriendly interface and intuitive design issue with website navigation,userfriendly interface intuitive design issue website navigation
F591,CUST2982,This is exactly what I was looking for. Great quality! :. Issue with return process.,Positive,email,2025-08-20,2025-08-20 13:00:35,this is exactly what i was looking for great quality issue with return process,exactly looking great quality issue return process
F592,CUST4693,Mediocre experience overall. :~| Issue with website navigation.,Neutral,social_media,2025-07-17,2025-07-17 13:00:35,mediocre experience overall issue with website navigation,mediocre experience overall issue website navigation
F596,CUST1550,Product stopped working within a week. Poor quality. ^ Issue with product availability.,Negative,email,2025-01-03,2025-01-03 13:00:35,product stopped working within a week poor quality issue with product availability,product stopped working within week poor quality issue product availability
F597,CUST6282,Acceptable product for the price point. Issue with product quality.,Neutral,email,2025-04-05,2025-04-05 13:00:35,acceptable product for the price point issue with product quality,acceptable product price point issue product quality
F600,CUST5645,Outstanding customer support. They resolved my issue quickly. Issue with product availability.,Positive,social_media,2025-10-06,2025-10-06 13:00:35,outstanding customer support they resolved my issue quickly issue with product availability,outstanding customer support resolved issue quickly issue product availability
F602,CUST7527,The product exceeded my expectations. Very satisfied! [` Issue with delivery delays.,Positive,chat,2025-07-24,2025-07-24 13:00:35,the product exceeded my expectations very satisfied issue with delivery delays,product exceeded expectation satisfied issue delivery delay
F603,CUST4010,Frequent crashes and bugs. Needs improvement. ?*{>,Negative,social_media,2025-07-14,2025-07-14 13:00:35,frequent crashes and bugs needs improvement,frequent crash bug need improvement
F608,CUST4558,Difficult to use and confusing interface. Issue with product features.,Negative,chat,2025-10-25,2025-10-25 13:00:35,difficult to use and confusing interface issue with product features,difficult use confusing interface issue product feature
F609,CUST7451,Outstanding customer support. They resolved my issue quickly. Issue with customer service.,Positive,chat,2024-12-22,2024-12-22 13:00:35,outstanding customer support they resolved my issue quickly issue with customer service,outstanding customer support resolved issue quickly issue customer service
F610,CUST2027,"Excellent service and fast delivery. Highly recommended! _::&""",Positive,chat,2025-04-02,2025-04-02 13:00:35,excellent service and fast delivery highly recommended,excellent service fast delivery highly recommended
F611,CUST2051,Overpriced for the features provided. Not worth it. )' Issue with technical issues.,Negative,chat,2024-11-13,2024-11-13 13:00:35,overpriced for the features provided not worth it issue with technical issues,overpriced feature provided worth issue technical issue
F616,CUST5082,"Poor customer service. No one responded to my queries. #.,",Negative,review_site,2025-05-08,2025-05-08 13:00:35,poor customer service no one responded to my queries,poor customer service one responded query
F619,CUST5697,Overpriced for the features provided. Not worth it. &])\,Negative,social_media,2024-11-08,2024-11-08 13:00:35,overpriced for the features provided not worth it,overpriced feature provided worth
F625,CUST5341,Great value for money. Worth every penny! ~<,Positive,review_site,2025-01-03,2025-01-03 13:00:35,great value for money worth every penny,great value money worth every penny
F626,CUST7128,Product is okay. Nothing special but does the job. Issue with product availability.,Neutral,review_site,2025-07-02,2025-07-02 13:00:35,product is okay nothing special but does the job issue with product availability,product okay nothing special job issue product availability
F627,CUST1589,"Acceptable product for the price point. ""# Issue with website navigation.",Neutral,chat,2025-08-05,2025-08-05 13:00:35,acceptable product for the price point issue with website navigation,acceptable product price point issue website navigation
F628,CUST6559,"It's fine, not great but not terrible either. Issue with product features.",Neutral,email,2025-08-19,2025-08-19 13:00:35,its fine not great but not terrible either issue with product features,fine great terrible either issue product feature
F629,CUST3365,Product is okay. Nothing special but does the job. `&%`],Neutral,email,2025-02-15,2025-02-15 13:00:35,product is okay nothing special but does the job,product okay nothing special job
F630,CUST9660,This is exactly what I was looking for. Great quality! Issue with website navigation.,Positive,review_site,2025-03-27,2025-03-27 13:00:35,this is exactly what i was looking for great quality issue with website navigation,exactly looking great quality issue website navigation
F632,CUST3701,Impressive features and functionality. Love it! Issue with return process.,Positive,review_site,2025-08-16,2025-08-16 13:00:35,impressive features and functionality love it issue with return process,impressive feature functionality love issue return process
F633,CUST2881,Terrible experience. Product broke after one day. Issue with pricing.,Negative,review_site,2025-05-15,2025-05-15 13:00:35,terrible experience product broke after one day issue with pricing,terrible experience product broke one day issue pricing
F635,CUST1735,"Waste of money. Product doesn't work as advertised. ""_/",Negative,social_media,2024-12-30,2024-12-30 13:00:35,waste of money product doesnt work as advertised,waste money product doesnt work advertised
F636,CUST5584,Difficult to use and confusing interface. !\ Issue with website navigation.,Negative,social_media,2025-09-17,2025-09-17 13:00:35,difficult to use and confusing interface issue with website navigation,difficult use confusing interface issue website navigation
F637,CUST3465,Fantastic experience overall. Will definitely buy again! ?,Positive,social_media,2025-03-15,2025-03-15 13:00:35,fantastic experience overall will definitely buy again,fantastic experience overall definitely buy
F638,CUST8260,Average experience. Some good points and some bad. ?,Neutral,social_media,2025-01-28,2025-01-28 13:00:35,average experience some good points and some bad,average experience good point bad
F639,CUST6183,Acceptable product for the price point. Issue with customer service.,Neutral,email,2025-06-04,2025-06-04 13:00:35,acceptable product for the price point issue with customer service,acceptable product price point issue customer service
F642,CUST7153,"It's fine, not great but not terrible either. }+}",Neutral,social_media,2024-11-28,2024-11-28 13:00:35,its fine not great but not terrible either,fine great terrible either
F643,CUST5992,"Mediocre experience overall. ^;"" Issue with delivery delays.",Neutral,review_site,2024-11-16,2024-11-16 13:00:35,mediocre experience overall issue with delivery delays,mediocre experience overall issue delivery delay
F644,CUST3481,"Extremely disappointed with the quality. Not recommended. >%""",Negative,chat,2025-07-16,2025-07-16 13:00:35,extremely disappointed with the quality not recommended,extremely disappointed quality recommended
F646,CUST4571,Product stopped working within a week. Poor quality. ++=.| Issue with customer service.,Negative,social_media,2025-10-01,2025-10-01 13:00:35,product stopped working within a week poor quality issue with customer service,product stopped working within week poor quality issue customer service
F647,CUST8879,Extremely disappointed with the quality. Not recommended. Issue with delivery delays.,Negative,chat,2024-12-07,2024-12-07 13:00:35,extremely disappointed with the quality not recommended issue with delivery delays,extremely disappointed quality recommended issue delivery delay
F650,CUST1958,Waste of money. Product doesn't work as advertised. +; Issue with technical issues.,Negative,social_media,2024-12-02,2024-12-02 13:00:35,waste of money product doesnt work as advertised issue with technical issues,waste money product doesnt work advertised issue technical issue
F652,CUST3466,Extremely disappointed with the quality. Not recommended. <!@=,Negative,review_site,2025-06-14,2025-06-14 13:00:35,extremely disappointed with the quality not recommended,extremely disappointed quality recommended
F654,CUST7633,Late delivery and damaged packaging. Very upset! <~(,Negative,email,2025-08-11,2025-08-11 13:00:35,late delivery and damaged packaging very upset,late delivery damaged packaging upset
F657,CUST7052,"Late delivery and damaged packaging. Very upset! '^{\"" Issue with customer service.",Negative,chat,2025-08-08,2025-08-08 13:00:35,late delivery and damaged packaging very upset issue with customer service,late delivery damaged packaging upset issue customer service
F662,CUST3464,"Extremely disappointed with the quality. Not recommended. <,+ Issue with product availability.",Negative,email,2025-03-16,2025-03-16 13:00:35,extremely disappointed with the quality not recommended issue with product availability,extremely disappointed quality recommended issue product availability
F663,CUST1832,Reliable and durable product. No complaints whatsoever. ~#*#@,Positive,chat,2024-12-15,2024-12-15 13:00:35,reliable and durable product no complaints whatsoever,reliable durable product complaint whatsoever
F664,CUST3379,Outstanding customer support. They resolved my issue quickly. !!(,Positive,chat,2025-03-05,2025-03-05 13:00:35,outstanding customer support they resolved my issue quickly,outstanding customer support resolved issue quickly
F669,CUST7916,I absolutely love this product! It's amazing and works perfectly. ',Positive,email,2025-02-10,2025-02-10 13:00:35,i absolutely love this product its amazing and works perfectly,absolutely love product amazing work perfectly
F671,CUST1530,This is exactly what I was looking for. Great quality! /()> Issue with technical issues.,Positive,review_site,2025-05-14,2025-05-14 13:00:35,this is exactly what i was looking for great quality issue with technical issues,exactly looking great quality issue technical issue
F675,CUST9637,Poor customer service. No one responded to my queries. #?,Negative,social_media,2024-11-04,2024-11-04 13:00:35,poor customer service no one responded to my queries,poor customer service one responded query
F676,CUST5865,Waste of money. Product doesn't work as advertised. Issue with customer service.,Negative,social_media,2025-10-05,2025-10-05 13:00:35,waste of money product doesnt work as advertised issue with customer service,waste money product doesnt work advertised issue customer service
F677,CUST2786,Outstanding customer support. They resolved my issue quickly. Issue with product quality.,Positive,social_media,2025-09-21,2025-09-21 13:00:35,outstanding customer support they resolved my issue quickly issue with product quality,outstanding customer support resolved issue quickly issue product quality
F679,CUST3007,Horrible experience. Will never buy from here again. +#[ Issue with website navigation.,Negative,chat,2024-11-11,2024-11-11 13:00:35,horrible experience will never buy from here again issue with website navigation,horrible experience never buy issue website navigation
F681,CUST8714,Satisfactory service. Nothing to complain about. ;+$,Neutral,chat,2024-11-14,2024-11-14 13:00:35,satisfactory service nothing to complain about,satisfactory service nothing complain
F683,CUST1344,Late delivery and damaged packaging. Very upset! Issue with product quality.,Negative,email,2025-01-08,2025-01-08 13:00:35,late delivery and damaged packaging very upset issue with product quality,late delivery damaged packaging upset issue product quality
F684,CUST2713,Poor customer service. No one responded to my queries. Issue with return process.,Negative,social_media,2025-08-14,2025-08-14 13:00:35,poor customer service no one responded to my queries issue with return process,poor customer service one responded query issue return process
F687,CUST3764,Impressive features and functionality. Love it! %^#,Positive,chat,2025-01-29,2025-01-29 13:00:35,impressive features and functionality love it,impressive feature functionality love
F688,CUST6999,"Difficult to use and confusing interface. |&""' Issue with website navigation.",Negative,chat,2024-11-12,2024-11-12 13:00:35,difficult to use and confusing interface issue with website navigation,difficult use confusing interface issue website navigation
F690,CUST3754,"Poor customer service. No one responded to my queries. ,$>_",Negative,email,2025-06-29,2025-06-29 13:00:35,poor customer service no one responded to my queries,poor customer service one responded query
F691,CUST9767,I absolutely love this product! It's amazing and works perfectly. *$+~`,Positive,social_media,2025-08-18,2025-08-18 13:00:35,i absolutely love this product its amazing and works perfectly,absolutely love product amazing work perfectly
F693,CUST4116,User-friendly interface and intuitive design. ~_~,Positive,review_site,2024-10-30,2024-10-30 13:00:35,userfriendly interface and intuitive design,userfriendly interface intuitive design
F695,CUST7098,Impressive features and functionality. Love it! `/>,Positive,review_site,2025-03-04,2025-03-04 13:00:35,impressive features and functionality love it,impressive feature functionality love
F699,CUST4970,"Outstanding customer support. They resolved my issue quickly. )$?,.",Positive,review_site,2025-05-19,2025-05-19 13:00:35,outstanding customer support they resolved my issue quickly,outstanding customer support resolved issue quickly
F700,CUST1732,Late delivery and damaged packaging. Very upset! Issue with customer service.,Negative,social_media,2025-09-10,2025-09-10 13:00:35,late delivery and damaged packaging very upset issue with customer service,late delivery damaged packaging upset issue customer service
F702,CUST9431,I absolutely love this product! It's amazing and works perfectly. {,Positive,chat,2024-12-07,2024-12-07 13:00:35,i absolutely love this product its amazing and works perfectly,absolutely love product amazing work perfectly
F705,CUST3102,Late delivery and damaged packaging. Very upset! ^&>$ Issue with product features.,Negative,email,2025-06-07,2025-06-07 13:00:35,late delivery and damaged packaging very upset issue with product features,late delivery damaged packaging upset issue product feature
F707,CUST6640,Poor customer service. No one responded to my queries. *};( Issue with website navigation.,Negative,email,2025-02-14,2025-02-14 13:00:35,poor customer service no one responded to my queries issue with website navigation,poor customer service one responded query issue website navigation
F709,CUST1921,Difficult to use and confusing interface. ?<:%$ Issue with product features.,Negative,chat,2025-03-28,2025-03-28 13:00:35,difficult to use and confusing interface issue with product features,difficult use confusing interface issue product feature
F712,CUST4843,Terrible experience. Product broke after one day. ?=:|} Issue with product features.,Negative,social_media,2025-02-24,2025-02-24 13:00:35,terrible experience product broke after one day issue with product features,terrible experience product broke one day issue product feature
F713,CUST6737,User-friendly interface and intuitive design. Issue with return process.,Positive,social_media,2025-07-25,2025-07-25 13:00:35,userfriendly interface and intuitive design issue with return process,userfriendly interface intuitive design issue return process
F716,CUST6361,Fantastic experience overall. Will definitely buy again! Issue with product features.,Positive,email,2025-03-02,2025-03-02 13:00:35,fantastic experience overall will definitely buy again issue with product features,fantastic experience overall definitely buy issue product feature
F717,CUST9172,"It's fine, not great but not terrible either. ',+[",Neutral,review_site,2025-01-27,2025-01-27 13:00:35,its fine not great but not terrible either,fine great terrible either
F723,CUST3845,Difficult to use and confusing interface. Issue with product quality.,Negative,chat,2025-06-09,2025-06-09 13:00:35,difficult to use and confusing interface issue with product quality,difficult use confusing interface issue product quality
F724,CUST2573,Satisfactory service. Nothing to complain about. _?.,Neutral,review_site,2025-05-27,2025-05-27 13:00:35,satisfactory service nothing to complain about,satisfactory service nothing complain
F729,CUST5069,Product stopped working within a week. Poor quality. Issue with return process.,Negative,chat,2025-08-21,2025-08-21 13:00:35,product stopped working within a week poor quality issue with return process,product stopped working within week poor quality issue return process
F733,CUST3102,Horrible experience. Will never buy from here again. Issue with pricing.,Negative,social_media,2024-12-06,2024-12-06 13:00:35,horrible experience will never buy from here again issue with pricing,horrible experience never buy issue pricing
F734,CUST5245,Difficult to use and confusing interface. ~} Issue with delivery delays.,Negative,chat,2025-01-31,2025-01-31 13:00:35,difficult to use and confusing interface issue with delivery delays,difficult use confusing interface issue delivery delay
F735,CUST3280,"This is exactly what I was looking for. Great quality! >{,?~ Issue with product quality.",Positive,social_media,2025-06-08,2025-06-08 13:00:35,this is exactly what i was looking for great quality issue with product quality,exactly looking great quality issue product quality
F739,CUST4143,"It's fine, not great but not terrible either. "">",Neutral,review_site,2025-01-06,2025-01-06 13:00:35,its fine not great but not terrible either,fine great terrible either
F740,CUST4020,Poor customer service. No one responded to my queries. {;\; Issue with website navigation.,Negative,email,2025-01-23,2025-01-23 13:00:35,poor customer service no one responded to my queries issue with website navigation,poor customer service one responded query issue website navigation
F741,CUST8593,"The product exceeded my expectations. Very satisfied! ]""@%(",Positive,review_site,2024-11-02,2024-11-02 13:00:35,the product exceeded my expectations very satisfied,product exceeded expectation satisfied
F743,CUST6246,"It's fine, not great but not terrible either. Issue with product availability.",Neutral,email,2024-11-10,2024-11-10 13:00:35,its fine not great but not terrible either issue with product availability,fine great terrible either issue product availability
F746,CUST1272,"Product stopped working within a week. Poor quality. .,/ Issue with delivery delays.",Negative,chat,2025-06-02,2025-06-02 13:00:35,product stopped working within a week poor quality issue with delivery delays,product stopped working within week poor quality issue delivery delay
F747,CUST7601,Extremely disappointed with the quality. Not recommended. _]?@,Negative,chat,2024-11-21,2024-11-21 13:00:35,extremely disappointed with the quality not recommended,extremely disappointed quality recommended
F752,CUST8903,Poor customer service. No one responded to my queries. ?\?`,Negative,review_site,2025-06-28,2025-06-28 13:00:35,poor customer service no one responded to my queries,poor customer service one responded query
F760,CUST8817,"Outstanding customer support. They resolved my issue quickly. /""!",Positive,review_site,2024-11-08,2024-11-08 13:00:35,outstanding customer support they resolved my issue quickly,outstanding customer support resolved issue quickly
F761,CUST9902,Standard quality. Meets basic expectations. \ Issue with product availability.,Neutral,social_media,2024-12-30,2024-12-30 13:00:35,standard quality meets basic expectations issue with product availability,standard quality meet basic expectation issue product availability
F763,CUST8754,Reliable and durable product. No complaints whatsoever. {,Positive,review_site,2025-04-20,2025-04-20 13:00:35,reliable and durable product no complaints whatsoever,reliable durable product complaint whatsoever
F764,CUST8029,Mediocre experience overall. ',Neutral,social_media,2025-03-15,2025-03-15 13:00:35,mediocre experience overall,mediocre experience overall
F766,CUST5824,Reliable and durable product. No complaints whatsoever. Issue with website navigation.,Positive,email,2024-11-11,2024-11-11 13:00:35,reliable and durable product no complaints whatsoever issue with website navigation,reliable durable product complaint whatsoever issue website navigation
F768,CUST9489,Late delivery and damaged packaging. Very upset! Issue with return process.,Negative,chat,2025-08-22,2025-08-22 13:00:35,late delivery and damaged packaging very upset issue with return process,late delivery damaged packaging upset issue return process
F770,CUST4405,"Excellent service and fast delivery. Highly recommended! ]""+",Positive,chat,2024-12-26,2024-12-26 13:00:35,excellent service and fast delivery highly recommended,excellent service fast delivery highly recommended
F774,CUST8653,"It's fine, not great but not terrible either. _?$% Issue with product availability.",Neutral,email,2025-01-07,2025-01-07 13:00:35,its fine not great but not terrible either issue with product availability,fine great terrible either issue product availability
F775,CUST4911,Poor customer service. No one responded to my queries. [(,Negative,review_site,2025-01-29,2025-01-29 13:00:35,poor customer service no one responded to my queries,poor customer service one responded query
F776,CUST9565,User-friendly interface and intuitive design. $,Positive,email,2025-02-21,2025-02-21 13:00:35,userfriendly interface and intuitive design,userfriendly interface intuitive design
F778,CUST1789,Difficult to use and confusing interface. \@[ Issue with pricing.,Negative,email,2025-01-19,2025-01-19 13:00:35,difficult to use and confusing interface issue with pricing,difficult use confusing interface issue pricing
F781,CUST9474,It's alright. Nothing remarkable to mention. Issue with pricing.,Neutral,social_media,2025-07-07,2025-07-07 13:00:35,its alright nothing remarkable to mention issue with pricing,alright nothing remarkable mention issue pricing
F782,CUST6381,Great value for money. Worth every penny! Issue with technical issues.,Positive,chat,2025-02-22,2025-02-22 13:00:35,great value for money worth every penny issue with technical issues,great value money worth every penny issue technical issue
F787,CUST1527,Acceptable product for the price point. ^+@:,Neutral,email,2025-10-19,2025-10-19 13:00:35,acceptable product for the price point,acceptable product price point
F789,CUST8272,Functional but could be better. >,Neutral,review_site,2025-10-12,2025-10-12 13:00:35,functional but could be better,functional could better
F792,CUST4729,Late delivery and damaged packaging. Very upset! Issue with product availability.,Negative,review_site,2024-11-21,2024-11-21 13:00:35,late delivery and damaged packaging very upset issue with product availability,late delivery damaged packaging upset issue product availability
F793,CUST3753,Product is okay. Nothing special but does the job. ^,Neutral,email,2025-10-05,2025-10-05 13:00:35,product is okay nothing special but does the job,product okay nothing special job
F795,CUST3353,Frequent crashes and bugs. Needs improvement. Issue with return process.,Negative,chat,2025-04-09,2025-04-09 13:00:35,frequent crashes and bugs needs improvement issue with return process,frequent crash bug need improvement issue return process
F797,CUST4862,Horrible experience. Will never buy from here again. $$=*,Negative,review_site,2024-11-21,2024-11-21 13:00:35,horrible experience will never buy from here again,horrible experience never buy
F798,CUST9741,Waste of money. Product doesn't work as advertised. Issue with product availability.,Negative,email,2025-07-08,2025-07-08 13:00:35,waste of money product doesnt work as advertised issue with product availability,waste money product doesnt work advertised issue product availability
F799,CUST8211,"Reliable and durable product. No complaints whatsoever. ""=)""`",Positive,review_site,2025-09-22,2025-09-22 13:00:35,reliable and durable product no complaints whatsoever,reliable durable product complaint whatsoever
F801,CUST8678,Decent product with room for improvement. {<.;,Neutral,social_media,2024-11-06,2024-11-06 13:00:35,decent product with room for improvement,decent product room improvement
F804,CUST3193,Fantastic experience overall. Will definitely buy again! <##,Positive,social_media,2024-12-02,2024-12-02 13:00:35,fantastic experience overall will definitely buy again,fantastic experience overall definitely buy
F806,CUST3558,I absolutely love this product! It's amazing and works perfectly. }|]] Issue with website navigation.,Positive,review_site,2025-09-28,2025-09-28 13:00:35,i absolutely love this product its amazing and works perfectly issue with website navigation,absolutely love product amazing work perfectly issue website navigation
F807,CUST6823,It's alright. Nothing remarkable to mention. $,Neutral,review_site,2025-03-14,2025-03-14 13:00:35,its alright nothing remarkable to mention,alright nothing remarkable mention
F808,CUST9441,Great value for money. Worth every penny! }<&~,Positive,chat,2025-01-02,2025-01-02 13:00:35,great value for money worth every penny,great value money worth every penny
F811,CUST8174,"Poor customer service. No one responded to my queries. =""$",Negative,email,2025-07-14,2025-07-14 13:00:35,poor customer service no one responded to my queries,poor customer service one responded query
F812,CUST7124,Extremely disappointed with the quality. Not recommended. Issue with product availability.,Negative,review_site,2025-06-03,2025-06-03 13:00:35,extremely disappointed with the quality not recommended issue with product availability,extremely disappointed quality recommended issue product availability
F813,CUST2951,Terrible experience. Product broke after one day. Issue with return process.,Negative,review_site,2025-01-15,2025-01-15 13:00:35,terrible experience product broke after one day issue with return process,terrible experience product broke one day issue return process
F815,CUST2927,Decent product with room for improvement. =?=<,Neutral,email,2025-07-07,2025-07-07 13:00:35,decent product with room for improvement,decent product room improvement
F816,CUST8079,Decent product with room for improvement. Issue with website navigation.,Neutral,chat,2025-07-24,2025-07-24 13:00:35,decent product with room for improvement issue with website navigation,decent product room improvement issue website navigation
F817,CUST7086,Horrible experience. Will never buy from here again. Issue with website navigation.,Negative,chat,2025-02-20,2025-02-20 13:00:35,horrible experience will never buy from here again issue with website navigation,horrible experience never buy issue website navigation
F822,CUST6792,User-friendly interface and intuitive design. %,Positive,chat,2025-08-17,2025-08-17 13:00:35,userfriendly interface and intuitive design,userfriendly interface intuitive design
F830,CUST7389,Satisfactory service. Nothing to complain about. ;*&~ Issue with website navigation.,Neutral,review_site,2025-06-07,2025-06-07 13:00:35,satisfactory service nothing to complain about issue with website navigation,satisfactory service nothing complain issue website navigation
F831,CUST8648,Waste of money. Product doesn't work as advertised. Issue with website navigation.,Negative,social_media,2025-01-20,2025-01-20 13:00:35,waste of money product doesnt work as advertised issue with website navigation,waste money product doesnt work advertised issue website navigation
F832,CUST5328,Waste of money. Product doesn't work as advertised. ]+_~\,Negative,review_site,2025-02-20,2025-02-20 13:00:35,waste of money product doesnt work as advertised,waste money product doesnt work advertised
F833,CUST6029,Terrible experience. Product broke after one day. ^$~,Negative,review_site,2025-01-20,2025-01-20 13:00:35,terrible experience product broke after one day,terrible experience product broke one day
F835,CUST1324,"Terrible experience. Product broke after one day. ?""@^: Issue with pricing.",Negative,social_media,2025-03-29,2025-03-29 13:00:35,terrible experience product broke after one day issue with pricing,terrible experience product broke one day issue pricing
F840,CUST2054,"It's fine, not great but not terrible either. ;+/^",Neutral,review_site,2024-12-30,2024-12-30 13:00:35,its fine not great but not terrible either,fine great terrible either
F842,CUST2155,I absolutely love this product! It's amazing and works perfectly. Issue with customer service.,Positive,social_media,2025-01-25,2025-01-25 13:00:35,i absolutely love this product its amazing and works perfectly issue with customer service,absolutely love product amazing work perfectly issue customer service
F848,CUST1671,Frequent crashes and bugs. Needs improvement. (*~? Issue with product features.,Negative,chat,2025-05-01,2025-05-01 13:00:35,frequent crashes and bugs needs improvement issue with product features,frequent crash bug need improvement issue product feature
F849,CUST4813,I absolutely love this product! It's amazing and works perfectly. :\_$,Positive,email,2025-05-25,2025-05-25 13:00:35,i absolutely love this product its amazing and works perfectly,absolutely love product amazing work perfectly
F850,CUST2482,This is exactly what I was looking for. Great quality! >` Issue with technical issues.,Positive,review_site,2025-03-16,2025-03-16 13:00:35,this is exactly what i was looking for great quality issue with technical issues,exactly looking great quality issue technical issue
F851,CUST6870,Reliable and durable product. No complaints whatsoever. ^$!+,Positive,email,2025-02-13,2025-02-13 13:00:35,reliable and durable product no complaints whatsoever,reliable durable product complaint whatsoever
F853,CUST3311,"This is exactly what I was looking for. Great quality! ^]>,{",Positive,social_media,2025-03-08,2025-03-08 13:00:35,this is exactly what i was looking for great quality,exactly looking great quality
F857,CUST5188,Reliable and durable product. No complaints whatsoever. *?,Positive,social_media,2024-12-31,2024-12-31 13:00:35,reliable and durable product no complaints whatsoever,reliable durable product complaint whatsoever
F858,CUST8966,"Poor customer service. No one responded to my queries. ,>`*}",Negative,review_site,2025-08-02,2025-08-02 13:00:35,poor customer service no one responded to my queries,poor customer service one responded query
F862,CUST4432,User-friendly interface and intuitive design. ;%=,Positive,social_media,2025-09-01,2025-09-01 13:00:35,userfriendly interface and intuitive design,userfriendly interface intuitive design
F872,CUST1051,"Reliable and durable product. No complaints whatsoever. (""@",Positive,email,2025-02-02,2025-02-02 13:00:35,reliable and durable product no complaints whatsoever,reliable durable product complaint whatsoever
F877,CUST6303,Horrible experience. Will never buy from here again. >('#,Negative,chat,2025-03-29,2025-03-29 13:00:35,horrible experience will never buy from here again,horrible experience never buy
F878,CUST7443,The product exceeded my expectations. Very satisfied! :`!,Positive,review_site,2025-08-09,2025-08-09 13:00:35,the product exceeded my expectations very satisfied,product exceeded expectation satisfied
F881,CUST9861,Excellent service and fast delivery. Highly recommended! Issue with delivery delays.,Positive,chat,2024-12-23,2024-12-23 13:00:35,excellent service and fast delivery highly recommended issue with delivery delays,excellent service fast delivery highly recommended issue delivery delay
